COMPLAINT ID,COMPLAINT TYPE,ADDRESS,STREET NUMBER FROM,STREET NUMBER TO,DIRECTION,STREET NAME,STREET TYPE,INSPECTOR,COMPLAINT DATE,COMPLAINT DETAIL,INSPECTION LOG,DATA SOURCE,Modified Date,LATITUDE,LONGITUDE,LOCATION,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards
600257140,AIR POLLUTION WORK ORDER,700 W 31ST ST,700,,W,31ST,ST,187825,04/25/2017,CALLER IS REPORTING THAT IN THE BASEMENT FROM 702 THUR 724 W 31ST ST HAVE A VERY STRONG ODORS THAT SMELLS LIKE GAS. COMPLAINANT LEFT PHONE NUMBER 312 404-0529 NO NAME.,[INSPECTION LOG #: 4151257 25-APR-17 11:30:00] STOPPED AT LOCATION TO CONDUCTED GAS ODOR INSPECTIONCOMPLAINT SPOKE TO OWNER FRANK GARCIA 312-225-8808. HE INFORMED ME THAT THERE HAS NOT BEEN ANY GAS ODORS AT THE ABOVE PROPERTY AND THAT HE DIDN'TMAKE ANY COMPLAINTS REGARDING THAT ISSUE.,DEPT. OF PUBLIC HEALTH,10/12/2017,41.838185285255065,-87.64391201661694,POINT (-87.64391201661694 41.838185285255065),40,58,21194,688,48
600241261,AIR POLLUTION WORK ORDER,7111 N CLARK ST,7111,,N,CLARK,ST,16295,03/27/2017,BODY SHOP INSIDE GARAGE ARE SPRAYING CARS NEIGHBORS ARE SMELLING THE PAINT FUMES.,"[INSPECTION LOG #: 2659149 28-MAR-17 16:25:00] I CONDUCTED AN INSPECTION OF AUTO TECX INC. LOCATED AT 7111 N CLARK CONCERNING A BODY SHOP INSIDE A GARAGE PAINT SPRAYING CARS AND NEIGHBORS SMELL PAINT FUMES. UPON ARRIVAL AT THE FACILITY TO INVESTIGATE THE ALLEGED COMPLAINT, I PATROLLED AROUND THE FACILITY AND CLOSE BY NEIGHBORS AND NO PAINT FUMES WERE OBSERVED.

I PROCEEDED TO THE OFFICE TO INTRODUCE MYSELF AND STATED THE PURPOSE OF MY VISIT. I REQUESTED APPLICABLE BUSINESS RECORDS FOR REVIEW. THE CITY LIMITED BUSINESS LICENSE WAS DISPLAYED AND AIR POLLUTION CONTROL PERMIT AND CERTIFICATE OF OPERATION WAS NOT AND WAS NOT FOUND IN THE SYSTEM.

AFTER IT WAS CONFIRMED WITH CDPH OFFICE THAT FACILITY DOES NOT HAVE AIR POLLUTION CONTROL PERMIT AND CERTIFICATE OF OPERATION TICKED WAS ISSUED FOR 11-4-620 AND 11-4-660.

DURING A WALKTHROUGH OF THE WORK SHOP WITH THE MANAGER NO PAINT SPRAYING ACTIVITIES OR PAINT FUMES WERE OBSERVED. 

",DEPT. OF PUBLIC HEALTH,01/18/2018,42.01179236027213,-87.67435390401977,POINT (-87.67435390401977 42.01179236027213),9,10,21853,49,5
600331674,AIR POLLUTION WORK ORDER,3517 N CICERO AVE,3517,,N,CICERO,AVE,8386,09/06/2017,CUTTING CONCRETE WITH A SAW CAUSING DUST ALL OVER THE AREA.,[INSPECTION LOG #: 3851542 06-SEP-17 11:45:00] I INVESTIGATED A COMPLAINT FROM THE OFFICE OF THE 30TH WARD ALDERMAN ARIEL REBORAS STATING THAT A MUNICIPAL PROJECT TO INSTALL NEW SEWER MAIN LINES WAS BEING DONE BY WORKERS WHO WERE CUTTING CONCRETE WITHOUT USING A WATER DISPENSING SAW OR OTHER MEANS OF MINIMIZING DUST FROM THE WORK. AT THE TIME OF THIS INSPECTION I OBSERVED NO CONCRETE CUTTING. I INTERVIEWED THE SITE SUPERVISOR FOR THE N.P.L COMPANY MR. JASON SZCZYTOWSKI WHO TOLD ME THAT ANY CONCRETE CUTTING IS DONE BY A SUBCONTRACTOR BETWEEN THE HOURS OF 9:00- 10:00 A.M. I OBSERVED OTHER WORK BUT NO DUST GENERATION FROM IT. I CONTACTACTED THE ALDERMAN'S OFFICE AND SPOKE WITH LILLITH AND TOLD HER THAT THE CDPH WOULD MONITOR WORK AT THE LOCATION UNTIL COMPLETION.,DEPT. OF PUBLIC HEALTH,09/06/2017,41.945178581281105,-87.7468902681147,POINT (-87.7468902681147 41.945178581281105),21,15,22618,115,21
600370475,AIR POLLUTION WORK ORDER,2836 W ARMITAGE AVE,2836,2838,W,ARMITAGE,AVE,29520,11/09/2017,VERY STRONG ODORS COMING FROM FACILITY.,[INSPECTION LOG #: 4382714 09-NOV-17 10:15:00] CDPH ENGINEER TRIED TO CONDUCT CITIZEN'S AIR POLLUTION COMPLAINT INVESTIGATION. NO ODOR WAS DETECTABLE IN THE VICINITY. ADDRESS DOES NOT EXIST NEITHER BUSINESS.,DEPT. OF PUBLIC HEALTH,11/09/2017,41.917586416517665,-87.69863598577935,POINT (-87.69863598577935 41.917586416517665),1,23,22535,322,41
600387344,AIR POLLUTION WORK ORDER,4536 N ELSTON AVE,4536,,N,ELSTON,AVE,16295,12/15/2017,STRONG PAINT FUMES COMING FROM ABOVE LOCATION.,"[INSPECTION LOG #: 4625904 14-DEC-17 16:18:00] ( STATE COMPLAINT - A2017-1208-001TAXI CLUB USA (4520 N ELSTON) SHARES A COMMON BUILDING WITH STAR NORTH MANAGEMENT, ANOTHER TAXI COMPANY, AT 4536 N ELSTON. COMPLAINANT STATES THAT STAR NORTH MANAGEMENT IS SPRAY PAINTING WITHOUT A PROPER SPRAY BOOTH, AND SINCE THEY SHARE A COMMON WALL, THE PAINT FUMES AND EXHAUST IS LEAKING THROUGH A COMMON WALL TO THEIR (TAXI CLUB USA) PART OF THE BUILDING ):



AN INSPECTION WAS CONDUCTED OF STAR NORTH MANAGEMENT FACILITY IN RESPONSE TO THE ABOVE STATE COMPLAINT ? A2017-1208-001

UPON ARRIVAL, I OBSERVED (TAXI CLUB USA ) AND ANOTHER TAXI COMPANY ( STAR NORTH MANAGEMENT ) 2 SEPARATE COMPANIES CONDUCTING A TAXI LEASING SERVICES TO DRIVERS. THEY ARE SEPARATED BY A COMMON MIDDLE WALL IN THE SAME BUILDING. 

I PROCEEDED TO STAR NORTH MANAGEMENT OFFICE LOCATED AT 4536 N ELSTON AND IDENTIFIED MYSELF. I STATED THE PURPOSE OF MY VISIT TO THE MANAGER, AT THE SAME TIME I REQUESTED A WALKTHROUGH OF THE FACILITY. 

DURING THE FACILITY WALKTHROUGH WITH THE MANAGER NO SPRAY BOOTH/SPRAY AREA OR AUTO SPRAY PAINTING WAS OBSERVED AT THE TIME OF INSPECTION. 

THE MANAGER STATED THAT THEY DON?T DO ANY BODY WORK AT THIS LOCATION BECAUSE THEY DON?T HAVE A SPRAY BOOTH, BUT SHE SAID THEY USE R  J AUTO REPAIR  BODY SHOP TO DO BODY WORK FOR THEM.

ATTACHED IS A COPY OF THEIR BILL FOR A PAINT LABOR. 

THE MANAGER INFORMED ME THAT TAXI CLUB USA WAS MOVING OUT AS I WAS COMING IN. I ASKED WHY THEY WERE LEAVING. SHE REPLIED 12/14/2017 WAS THERE LAST DAY MOVE OUT BY THE CIRCUIT COURT OF COOK COUNTY EVICTION ORDER. 

I REQUESTED TO BE ESCORTED TO 4520 N ESTON TO VERIFY IF TAXI CLUB USA ACTUALLY MOVED AND I OBSERVED THAT THEY ALL MOVED OUT BEFORE WE GOT THERE.

",DEPT. OF PUBLIC HEALTH,12/15/2017,41.963183921265326,-87.73318715325468,POINT (-87.73318715325468 41.963183921265326),48,16,21869,363,38
600209683,AIR POLLUTION WORK ORDER,3048 S HARDING AVE,3048,,S,HARDING,AVE,8386,01/13/2017,OPEN BURNING LOTS OF SMOKE COMING FROM BACK YARD.,"[INSPECTION LOG #: 2238711 13-JAN-17 11:25:00] I INVESTIGATED A COMPLAINT FROM THE OFFICE OF ALDERMAN RICARDO MUNOZ ALLEGING THAT 'OPEN BURNING' WAS BEING DONE IN THE REAR YARD AREA OF A RESIDENTIAL PROPERTY AT 3048 SOUTH HARDING ST. AT THE TIME OF MY INSPECTION I OBSERVED NO SMOKE, SMELLED NO ODORS OF SMOKE OR MATERIAL BURNING, AND SAW NO EVIDENCE OF FIRES FROM THE AREAS I HAD ACCESS TO. I WENT TO THE FRONT ENTRY DOOR TO THE HOUSE AND TRIED TO LOCATE SOMEONE WITHOUT SUCCESS. I REPORTED MY FINDINGS MR. ABDUL HASSAN OF THE ALDERMAN'S OFFICE.",DEPT. OF PUBLIC HEALTH,01/13/2017,41.83727857972871,-87.72328624622654,POINT (-87.72328624622654 41.83727857972871),57,32,21569,234,28
600355665,AIR POLLUTION WORK ORDER,4922 N CLARK ST,4922,,N,CLARK,ST,16295,10/13/2017,"COMPLAINANT STATES FIRE SAFETY ISSUE NO SIGNS OR EXTINGUISHERS, AIR POLLUTION SPRAY PAINTING OUTDOORS, AND NO PERMIT. NEIGHBORS ARE COMPLAINTS OF ODOR AND NOISE COMING FROM SHOP.","[INSPECTION LOG #: 4204394 16-OCT-17 13:00:00] COMPLAINANT EXPRESSED THE FOLLOWING UNDER LISTED ISSUES AS CONCERNING WITH POINT BODY SHOP LOCATED AT 4922 N CLARK: NO SIGNS, EXTINGUISHERS, SPRAY PAINTING OUTDOORS, NO PERMIT, NOISE AND ODORS COMING FROM FACILITY.

UPON ARRIVAL AT THE ABOVE ADDRESS TO INVESTIGATE THE ALLEGED COMPLAINTS, I WENT TO THE OFFICE AND INTRODUCED MYSELF. I NOTIFIED THE MANAGER THE PURPOSE OF MY VISIT.

DURING A WALK-THROUGH OF THE FACILITY WITH THE MANAGER, I OBSERVED THAT THERE WAS POSTED FACILITY SIGNS, MOUNTED FIRE EXTINGUISHERS, DISPLAYED 2017 CERTIFICATE OF OPERATION, SIMILARLY THERE WERE NO OUTDOOR SPRAY PAINTING, ODORS AND NOISE COMING OUT OF THE FACILITY NOTICED AT THE TIME OF INSPECTION AS WAS ALLEGED IN THE COMPLAINT.

INSPECTION PHOTOS AND SITE SKETCH ARE ATTACHED.",DEPT. OF PUBLIC HEALTH,10/18/2017,41.97237520416441,-87.66804145559702,POINT (-87.66804145559702 41.97237520416441),15,31,22616,610,18
600348505,AIR POLLUTION WORK ORDER,6102 S KOLIN AVE,6102,,S,KOLIN,AVE,16295,10/02/2017,CALLER STATES THAT NEIGHBOR ARE WORKING ON CAR NEXT DOOR AND THERE IS A POWER ODOR OF FUMES SMELL LIKE OIL.,"[INSPECTION LOG #: 4080877 03-OCT-17 13:10:00] I RESPONDED TO AN ANONYMOUS COMPLAINT CONCERNING ALLEGED STRONG FUMES / ODORS AS A RESULT OF WORKING ON CARS AT HOME LOCATED AT 6102 S KOOLIN.

UPON ARRIVAL I WENT TO THE ABOVE ADDRESS TO INTRODUCE MYSELF AND NOTIFY THE OWNER THE PURPOSE OF MY VISIT. BUT NO ONE ANSWERED THE DOOR BELL AFTER MORE THAN 1 RING; I THEN CONCLUDED THAT NO ONE WAS HOME.

I DROVE THROUGH THE ALLEY TO THE GARAGE AND BESIDE THE CLOSED GARAGE I RECOGNIZED A GREEN CHRYSLER PACIFICA VAN LIFTED UP IN THE AIR. 

IT APPEARS LIKE THE ENGINE WAS TAKEN OUT FOR REPAIRS OR WAITING FOR A NEW ENGINEREPLACEMENT. IT LOOKS ALSO AS OIL CHANGE WORK WAS PERFORMED ON THE VEHICLE. 

NO ONE WORKING ON THE VAN WAS PRESENT AT THE TIME OF INSPECTION AND NO STRONG FUMES / ODORS WERE NOTICED.",DEPT. OF PUBLIC HEALTH,10/03/2017,41.78205141693763,-87.73155342559885,POINT (-87.73155342559885 41.78205141693763),58,63,21867,292,15
600214248,AIR POLLUTION WORK ORDER,2417 S MILLARD AVE,2417,,S,MILLARD,AVE,8386,01/25/2017,TUCKPOINTING ARE SPRAYING WATER AND DUST FROM MORTAR IS GETTING ALL OVER THE AREA.,[INSPECTION LOG #: 2297923 25-JAN-17 11:00:00] I INVESTIGATED A COMPLAINT FROM THE OFFICE OF ALDERMAN RICARDO MUNOZ STATING THAT A DUST NUISANCE WAS BEING CAUSED BY MASONRY WORK BEING DONE ON A BUILDING AT 2417 SOUTH MILLARD AVENUE. AT THE TIME OF MY INSPECTION I OBSERVED NO MORTAR GRINDING OR OTHER MASONRY WORK BEING DONE. THE EXTERIOR BRICK WALLS APPEARED TO HAD BEEN RECENTLY TUCK POINTED AND THERE WAS EVIDENCE OF RECENT CONCRETE REPAIRS ON THE FRONT GROUND SURFACES. I MET WITH MR. FELIPE SERGUERO -THE PROPERTY OWNER WHO STATED THAT HE COMPLETED THE WORK ON THE BUILDINGABOUT 4-5 MONTHS PRIOR TO MY INSPECTION WITHOUT ANYPROBLEMS FROM HIS NEIGHBORS. I CONTACTED THE OFFICE OF ALDERMAN MUNOZ AND REPORTED MY FINDINGS TO MR. CARLOS GAMBRELLO.,DEPT. OF PUBLIC HEALTH,01/25/2017,41.84748020503128,-87.71595191184177,POINT (-87.71595191184177 41.84748020503128),57,32,21569,754,28
600225388,AIR POLLUTION WORK ORDER,1522 N HUDSON AVE,1522,,N,HUDSON,AVE,8386,02/21/2017,USING SAW CUTTING CAUSING DUST ALL OVER THE AREA USING WET SAW.,[INSPECTION LOG #: 2432072 21-FEB-17 12:30:00] I INVESTIGATED A COMPLAINT THAT CAME FROM THE OFFICE OF ALDERMAN BRIAN HOPKINS STATING THAT THE CUTTING OF BRICKS OR CONCRETE BLOCKS WAS CAUSING A DUST NUISANCE IN THE AREA. MY INSPECTION OF THE SITE REVEALED CONSTRUCTION SITE FENCE VIOLATIONS AND EVIDENCE OF DUST MIGRATION FROM THE CONSTRUCTION SITE ONTO THE PUBLIC WALKWAY NEAR THE SITE. I WAS UNABLE TO LOCATE ANY PERSONNEL ON THE SITE OR PERMITS OR OTHER WRITTEN INFORMATION THAT WOULD INDICATE THE OWNER/OPERATOR OF THE PROJECT. I RECORDED INFORMATION FROM A WINDOW SUPPLIER AND AN EXCAVATION CONTRACTOR FROM COMMERCIAL ADVERTISEMENTS ON THE FRONT FENCE TO FOLLOW-UP TO DISCOVER THE IDENTITY OF THE OWNER/OPERATOR AND TAKE ENFORCEMENT ACTION FOR THE VIOLATIONS OBSERVED.,DEPT. OF PUBLIC HEALTH,02/21/2017,41.90994153618403,-87.63991675260675,POINT (-87.63991675260675 41.90994153618403),54,37,14926,309,11
600234884,AIR POLLUTION WORK ORDER,11021 S LONGWOOD DR,11021,,S,LONGWOOD,DR,13776,03/14/2017,REPLACING STRUCTURAL LINTELS AND BRICKS HEAVY DUST FROM GRINDING AND DEBRIS ALL OVER THE AREA.,[INSPECTION LOG #: 2579678 17-MAR-17 11:05:00] I CHECKED FOR ACTIVITY BUT FOUND NONE. THE SCAFFOLD REMAIN IN PLACE SO THE PROJECT MAY STILL BE UNDERWAY - I WILL CHECK BACK MONDAY OR AS AVAILABLE,DEPT. OF PUBLIC HEALTH,03/14/2017,41.69376796600825,-87.67140887474007,POINT (-87.67140887474007 41.69376796600825),13,74,22212,380,42
600220925,AIR POLLUTION WORK ORDER,920 W SUNNYSIDE AVE,920,,W,SUNNYSIDE,AVE,379542,02/10/2017,SANDBLASTING CAUSING DUST ALL OVER THE AREA.,"[INSPECTION LOG #: 2381989 10-FEB-17 11:00:00] ON FEBRUARY 10, 2017, CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH (CDPH) INSPECTOR JOHN SINGLER RESPONDED TO AN ALDERMANIC REQUEST FOR INSPECTION AT 920 W. SUNNYSIDE, CHICAGO, IL. THE PROPERTY IS A GATED AND LOCKED CONDOMINIUM ASSOCIATION WHICH IS PART OF A CONTIGUOUS GROUPING OF PROPERTIES ALONG SUNNYSIDE. THE REPORTING INSPECTOR WAS UNABLE TO GAIN ACCESS TO THE BUILDING, AND DISCUSSIONS WERE HELD WITH MANAGEMENT TO THE EAST AND WEST OF THE CONDOMINIUM BUILDINGS. MR. SAM MARTIN, MANAGER, SEMINARY PROPERTIES AND MANAGEMENT, LTD., STATED THAT THE CONDOMINIUM ASSOCIATION HAD ROOFING AND TUCK POINTING THAT EXTENDED FOR OVER A MONTH IN THE FALL. A GREAT AMOUNT OF DUST AND DEBRIS WAS GENERATED FROM THAT WORK, ACCORDING TO MARTIN. BERTSCH PROPERTIES PARTNER DAVID (LNU) 773-267-1115, STATED THAT THE CONDOMINIUM WORK CREATED DUST AND DEBRIS THAT WAS CLEANED FROM THEIR PROPERTY FOR APPROXIMATELY ONE MONTH IN THE FALL. A TELEPHONE CALL TO ALDERMAN JAMES CAPPLEMAN (773) 878-4646, REVEALED THAT COMPLAINTS FROM NEIGHBORS HAPPENED THROUGHOUT THE FALL, AND THAT CITY SEWERS RECEIVED LARGE AMOUNTS OF MORTAR DURING THE WORK. THE REPORTING INSPECTOR INFORMED THE ALDERMAN'S ASSISTANT THAT CALLS TO CDPH DURING THE WORK PERIOD WOULD HAVE RESULTED IN CITATIONS AND THE STOPPAGE OF THE DUST AND RUN OFF. THE ALDERMAN'S ASSISTANT STATED THAT CDPH WOULD BE CONTACTED NEXT TIME SIMILAR WORK WAS REPORTED IN THE WARD. BASED UPON THIS INFORMATION, THIS INSPECTION IS CLOSED.",DEPT. OF PUBLIC HEALTH,02/10/2017,41.96373801174273,-87.65323346018481,POINT (-87.65323346018481 41.96373801174273),15,31,22616,20,39
600216000,ASBESTOS WORK ORDER,4919 N ASHLAND AVE,4919,,N,ASHLAND,AVE,379542,01/30/2017,OWNER HAS HIRED MEN NOT A WASTE REMOVAL SERVICE TO CLEAN UP ASBESTOS FROM BASEMENT STORAGE AREA WHILE TENANTS ARE STILL IN THE BLDG.,"[INSPECTION LOG #: 2324027 30-JAN-17 11:40:00] ON JANUARY 31, 2017, CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH INSPECTORS FELIPE GARCIA AND JOHN SINGLER RESPONDED TO A COMPLAINT AT A MULTI-UNIT APARTMENT BUILDING AT 4917-19 N. ASHLAND AVE., CHICAGO, IL. ATENANT OR TENANTS OF THE BUILDING CONTACTED THE CITY OF CHICAGO'S 3-1-1 CENTER WITH INFORMATION THAT ASBESTOS CONTAINING MATERIALS (ACM) MAY HAVE BEEN REMOVED THE PREVIOUS WEEKEND WITHOUT NOTIFICATION TO THE CITY. A CHECK OF THE BASEMENT OF THE APARTMENT BUILDING REVEALED A HEAT STEAM LINE WITH NOINSULATION ON THE LINE OR WITHIN THE BASEMENT. A SAMPLE OF DUST AND DEBRIS WITHIN THE BASEMENT REVEALED NO ACM CONTENT. A TELEPHONE CALL WAS PLACED TO BUILDING OWNER MARY STAMOS (MARIA STAMATOPOULOS), AND FOLLOWING INTRODUCTIONS, STAMOS INFORMED THE INSPECTOR THAT AB ENVIRONMENTAL, NORTHLAKE, IL, REMEDIATED THE PIPE OF AN ACM ELBOW JOINT AND CLEANED THE BASEMENT BOILER AREA OF DEBRIS. STAMOS WAS ASKED TO E-MAIL PAPERWORK TO THE REPORTING INSPECTOR WITH DETAILS OF THE REMOVAL AND THE DISPOSAL LOCATION, WHICH WAS RECEIVED. ON JANUARY 31, 2017, AB ENVIRONMENTAL, 205 E. NORTH AVE., NORTHLAKE, IL 708-534-5100, SENT VIA E-MAIL, WASTE SHIPMENT RECORD MANIFEST NUMBER 30984, DATED JANUARY 30, 2017, ASBESTOS 20 BAGS, TOTAL QUANTITY 30 YARDS. OFFICIALS ATAB ADMITTED THAT THEY HAD NOTNOTIFIED THE CDPH OF AN ACM REMOVAL OR APPLIED FOR A PERMIT. THE OFFICIALS WERE NOTIFIED THAT A CITATION WOULD BE MAILED TO AB FOR FAILURE TO SUBMIT A TEN DAY NOTICE FOR ACM REMOVAL. CITATION E00003495317, 11-4-2170(E)(3), 10 DAY NOTIFICATION REQUIRED WAS SERVED VIA U.S. MAIL. HEARING DATE MARCH 30, 2017, 1:00 P.M.",DEPT. OF PUBLIC HEALTH,02/02/2017,41.97210212400051,-87.66938203048775,POINT (-87.66938203048775 41.97210212400051),15,31,22616,610,18
600319286,ASBESTOS WORK ORDER,5120 N WINTHROP AVE,5120,,N,WINTHROP,AVE,379542,08/14/2017,"CALLER CLAIMS ASBESTOS CONTAINING ROOF FLASHING WAS KEPT IN 70 OPEN BAGS ON ROOF, AND DISAPPEARED OVER THE WEEKEND. SEVERAL BAGS WERE, ACCORDING TO THE NEIGHBORS, THROWN OR DROPPED OFF THE ROOF THE PRIOR WEEK.

FRIEDLER CONSTRUCTION RESPONSIBLE FOR FLASHING, 773 489 1818.","[INSPECTION LOG #: 3677505 14-AUG-17 11:40:00] ON AUGUST 14, 2017 CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH INSPECTOR JOHN SINGLER RESPONDED TO A COMPLAINT THAT LABORERS HAD THROWN BAGS CONTAINING ASBESTOS CONTAINING MATERIALS (ACM) FROM THE ROOF OF THE GOUDY ELEMENTARY SCHOOL, 5120 N. WINTHROP AVE., CHICAGO, IL. AFTER DISCUSSIONS WITH THE ROOFING CONTRACTOR, ASBESTOS REMOVAL COMPANY AND GENERAL CONTRACTOR IT WAS DETERMINED THAT NO VIOLATIONS TOOK PLACE REGARDING ASBESTOS MANAGEMENT ATGOUDY. THE REPORTING INSPECTOR UPON ARRIVAL AT GOUDY NOTED GRINDING ACTIVITIES AND MORTAR AND STONE DEBRIS ACROSS THE NORTHWEST SIDE OF THE SCHOOL. A TELEPHONE CALL WAS PLACED TO CDPH MANAGEMENT AND CONFIRMATION WAS RECEIVED THAT NO CDPH ARCHITECTURAL SURFACE CLEANING PERMIT (ASCP) WAS ISSUED FOR THE WORK AT GOUDYSCHOOL. THE REPORTING INSPECTOR THEN MET WITH FIEDLER CONSTRUCTION COMPANY (FCC) SUPERINTENDENT MICHAEL PEARSON, AND FOLLOWING INTRODUCTIONS, PEARSON TELEPHONICALLY CONTACTED HIS SUPERIOR. THE SUPERVISOR WAS INFORMED THAT A CITATIONWAS BEING WRITTEN TO FCC FOR NOT OBTAINING A CDPH ASCP. FCC WAS ISSUED CITATION E00003238312, SANDBLASTING, GRINDING, CHEMICAL WASHING VIOLATION 11-4-2190 (A), AND 11-4-2190(G), DUST MINIMIZATION, CONTAINMENT, WETTING OR VACUUM REQUIRED. PEARSON SIGNED FOR THE CITATION, WITH A HEARING DATE OF OCTOBER 12, 2017, 1:00 P.M..",DEPT. OF PUBLIC HEALTH,08/16/2017,41.97581136866308,-87.65794915244454,POINT (-87.65794915244454 41.97581136866308),15,31,22616,634,16
600312952,ASBESTOS WORK ORDER,4039 N ALBANY AVE,4039,,N,ALBANY,AVE,379542,08/02/2017,REMOVING ASBESTOS AND NOT COVERING AREA WITH TARPS THEY ARE GOING IN CALLERS YARD ALSO TO DO WORK.,"[INSPECTION LOG #: 3614012 03-AUG-17 10:30:00] ON AUGUST 4, 2017 CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH INSPECTOR JOHN SINGLER RESPONDED TO A COMPLAINT REGARDING SIMPLE TRESPASS DURING A RESIDENTIAL DEMOLITION. NEIGHBORS TO THE NORTH OF A DEMOLITION SITE HAD COMPLAINED OF WORK CREWS CROSSING THEIR PROPERTY. THE REPORTING INSPECTOR MET WITH THE NEIGHBORS AND THE CONTRACTOR. THE CONTRACTOR CLAIMS THEY HAD PERMISSION TO CROSS THE NEIGHBORING PROPERTY BUT THAT PERMISSION WAS RESCINDED AT SOME POINT, UNKNOWN TO THE CONTRACTOR. THE NEIGHBORS CLAIM THERE WAS NO PERMISSION GRANTED FOR CROSSING THEIR GRASS ON FOOT. THE REPORTING INSPECTOR INFORMED THE NEIGHBORS THAT THE DEMOLITION HAD A VIOLATION WHICH WAS CORRECTED FOLLOWING THE SERVICE OF A CITATION FOR FENCE MESHING. THE INSPECTOR ALSO STATED THAT A NEW DWELLING TO THE NORTH OF THE COMPLAINANT ALSO IS IN VIOLATION, AND A CITATION WILL BE ISSUED SHOULD THE DEVELOPER NOT PROPERLY FENCE THAT AREA. NO FURTHER ACTION BY THE REPORTING INSPECTOR.",DEPT. OF PUBLIC HEALTH,08/04/2017,41.95510146475736,-87.70546139060464,POINT (-87.70546139060464 41.95510146475736),39,16,21538,116,20
600248840,ASBESTOS WORK ORDER,55 E WASHINGTON ST,55,,E,WASHINGTON,ST,379542,04/10/2017,"BUILDING REQUESTS AN INSPECTION OF ABOVE LOCATION FLOORS 7, 8 AND 9TH MAKE SURE THEY'RE NOT BREAKING ANY RULES W.R.T. THE ASBESTOS.","[INSPECTION LOG #: 2786352 17-APR-17 10:00:00] ON APRIL 17, 2017, CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH INSPECTOR JOHN SINGLER RESPONDED TO A REQUEST FOR INSPECTION FROM THE CHICAGO DEPARTMENT OF BUILDINGS (DOB). THE PITTSFIELDBUILDING, 55 E. WASHINGTON, CHICAGO, IL IS CONVERTING FLOORS 7, 8 AND 9 FROM BUSINESS SUITES TO RESIDENTIAL PROPERTIES UNDER DOB PERMIT 100627025, DATED DECEMBER 10, 2015. THEDOB IS CONCERNED THAT ASBESTOS CONTAINING MATERIALS (ACM) MAY BE PRESENT ANDARE NOT BEING MANAGED PROPERLY. PITTSFIELD BUILDING MANAGER CONNIE RASMUSSEN 312-236-5393, WAS TELEPHONICALLY APPRISED BY THE REPORTING INSPECTOR VIA VOICE MESSAGE THAT THE ELEVATORS FOR FLOORS7,8 AND 9 NEEDED TO BE LOCKED IMMEDIATELY AND REMAIN LOCKED OR MONITORED DURING DEMOLITION. THE REPORTING INSPECTOR FREELY RODE ELEVATORS TO THEGUTTED FLOORS TO OBSERVE AND SAMPLE FOR ACM. NO WORKERS OR OTHERS WERE ON FLOORS 7 OR8 DURING THE TIME OF THE INSPECTION. RASMUSSEN ALSO WAS APPRISED THAT PAPERWORK FOR THE LICENSED ACM COMPANY NEEDED TO BE FORWARDEDTO THE REPORTING INSPECTOR. FOLLOW UP REQUIRED.",DEPT. OF PUBLIC HEALTH,04/17/2017,41.88311168664746,-87.62585098919836,POINT (-87.62585098919836 41.88311168664746),41,38,14310,580,36
